VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
136, 12980, -0.69216, -0.08703, -0.06015, -0.44097,  0.17957, -0.87938, -0.58638, -0.4263, -0.68879,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21294,  0.2199
137, 12977, -0.69388, -0.08154, -0.05749, -0.44139,  0.25861, -0.85924, -0.41717,  0.2675, -0.86857,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.20953,  0.21682
138, 12982, -0.68654, -0.08232, -0.06203, -0.39627,  0.10847, -0.9117, -0.5606, -0.3288, -0.76001,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21367,  0.21104
139, 12983, -0.68108, -0.08736, -0.06444, -0.35928,  0.05636, -0.93152, -0.35327, -0.67191, -0.65095,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21847,  0.21083
140, 12980, -0.69216, -0.08703, -0.06015, -0.44097,  0.17957, -0.87938, -0.58638, -0.4263, -0.68879,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21294,  0.2199
141, 12984,  0.44509,  0.03456,  0.14052,  0.0437,  0.9415,  0.3329,  0.0437,  0.9415,  0.3329,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74665,  0.04293
142, 12985,  0.48192,  0.03943,  0.12188,  0.04422,  0.9444,  0.3258,  0.04422,  0.9444,  0.3258,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.73028,  0.02406
143, 12986,  0.44787,  0.0493,  0.09846,  0.0437,  0.94148,  0.33294,  0.0437,  0.94148,  0.33294,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74665,  0.00769
144, 12987,  0.3899,  0.03834,  0.13646,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.04293
145, 12984,  0.44509,  0.03456,  0.14052,  0.0437,  0.9415,  0.3329,  0.0437,  0.9415,  0.3329,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74665,  0.04293
146, 12986,  0.44787,  0.0493,  0.09846,  0.0437,  0.94148,  0.33294,  0.0437,  0.94148,  0.33294,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74665,  0.00769
147, 12987,  0.3899,  0.03834,  0.13646,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.04293
148, 12986,  0.44787,  0.0493,  0.09846,  0.0437,  0.94148,  0.33294,  0.0437,  0.94148,  0.33294,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74665,  0.00769
149, 12988,  0.39245,  0.05241,  0.0976,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.00769
150, 12989,  0.33496,  0.05693,  0.09689,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79819,  0.00769
151, 12987,  0.3899,  0.03834,  0.13646,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.04293
152, 12988,  0.39245,  0.05241,  0.0976,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.00769
153, 12989,  0.33496,  0.05693,  0.09689,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79819,  0.00769
154, 12990,  0.33272,  0.04057,  0.13302,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79792,  0.04293
155, 12987,  0.3899,  0.03834,  0.13646,  0.043,  0.93764,  0.34233,  0.043,  0.93764,  0.34233, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77145,  0.04293
156, 12991,  0.2776,  0.06026,  0.0961,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82492,  0.00769
157, 12990,  0.33272,  0.04057,  0.13302,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79792,  0.04293
158, 12989,  0.33496,  0.05693,  0.09689,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79819,  0.00769
159, 12991,  0.2776,  0.06026,  0.0961,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82492,  0.00769
160, 12992,  0.27539,  0.04357,  0.13028,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82439,  0.04293
161, 12990,  0.33272,  0.04057,  0.13302,  0.03798,  0.90836,  0.41369,  0.03798,  0.90836,  0.41369, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79792,  0.04293
162, 12993,  0.22061,  0.06443,  0.09477,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85166,  0.00769
163, 12992,  0.27539,  0.04357,  0.13028,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82439,  0.04293
164, 12991,  0.2776,  0.06026,  0.0961,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82492,  0.00769
165, 12993,  0.22061,  0.06443,  0.09477,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85166,  0.00769
166, 12994,  0.21791,  0.04749,  0.1269,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85086,  0.04293
167, 12992,  0.27539,  0.04357,  0.13028,  0.0378,  0.89677,  0.44037,  0.0378,  0.89677,  0.44037, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.82439,  0.04293
168, 12995,  0.16349,  0.069,  0.09271,  0.04462,  0.87463,  0.48271,  0.04389,  0.87394,  0.48403,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87839,  0.00769
169, 12994,  0.21791,  0.04749,  0.1269,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85086,  0.04293
170, 12993,  0.22061,  0.06443,  0.09477,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85166,  0.00769
171, 12995,  0.16349,  0.069,  0.09271,  0.04462,  0.87463,  0.48271,  0.04389,  0.87394,  0.48403,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87839,  0.00769
172, 12996,  0.16066,  0.0525,  0.12318,  0.04462,  0.87464,  0.48269,  0.04389,  0.87394,  0.48402,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87733,  0.04293
173, 12994,  0.21791,  0.04749,  0.1269,  0.04428,  0.88194,  0.46878,  0.04428,  0.88194,  0.46878,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.85086,  0.04293
174, 12997,  0.12317,  0.05557,  0.12021,  0.03881,  0.86431,  0.50133,  0.03884,  0.86452,  0.50096,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.8954,  0.04293
175, 12996,  0.16066,  0.0525,  0.12318,  0.04462,  0.87464,  0.48269,  0.04389,  0.87394,  0.48402,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87733,  0.04293
176, 12995,  0.16349,  0.069,  0.09271,  0.04462,  0.87463,  0.48271,  0.04389,  0.87394,  0.48403,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87839,  0.00769
177, 12997,  0.12317,  0.05557,  0.12021,  0.03881,  0.86431,  0.50133,  0.03884,  0.86452,  0.50096,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.8954,  0.04293
178, 12995,  0.16349,  0.069,  0.09271,  0.04462,  0.87463,  0.48271,  0.04389,  0.87394,  0.48403,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.87839,  0.00769
179, 12998,  0.1294,  0.07198,  0.09139,  0.0389,  0.86506,  0.50002,  0.0388,  0.86451,  0.50098,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.89402,  0.00769
180, 12999,  0.08577,  0.05877,  0.11713,  0.03053,  0.84875,  0.52725,  0.03065,  0.84946,  0.52609,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.91346,  0.04293
181, 13000,  0.12317,  0.05557,  0.12021,  0.03881,  0.86431,  0.50133,  0.03884,  0.86452,  0.50096, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.8954,  0.04293
182, 12998,  0.1294,  0.07198,  0.09139,  0.0389,  0.86506,  0.50002,  0.0388,  0.86451,  0.50098,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.89402,  0.00769
183, 12999,  0.08577,  0.05877,  0.11713,  0.03053,  0.84875,  0.52725,  0.03065,  0.84946,  0.52609,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.91346,  0.04293
184, 12998,  0.1294,  0.07198,  0.09139,  0.0389,  0.86506,  0.50002,  0.0388,  0.86451,  0.50098,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.89402,  0.00769
185, 13001,  0.0952,  0.07523,  0.08999,  0.03074,  0.85053,  0.52435,  0.03055,  0.84943,  0.52614,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.90964,  0.00769
186, 13002,  0.04838,  0.06145,  0.11409,  0.02131,  0.83095,  0.55484,  0.02152,  0.83231,  0.55279,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.93153,  0.04293
187, 13003,  0.08577,  0.05877,  0.11713,  0.03053,  0.84875,  0.52725,  0.03065,  0.84946,  0.52609, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.91346,  0.04293
188, 13001,  0.0952,  0.07523,  0.08999,  0.03074,  0.85053,  0.52435,  0.03055,  0.84943,  0.52614,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.90964,  0.00769
189, 13002,  0.04838,  0.06145,  0.11409,  0.02131,  0.83095,  0.55484,  0.02152,  0.83231,  0.55279,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.93153,  0.04293
190, 13001,  0.0952,  0.07523,  0.08999,  0.03074,  0.85053,  0.52435,  0.03055,  0.84943,  0.52614,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.90964,  0.00769
191, 13004,  0.06094,  0.07801,  0.08863,  0.02145,  0.83398,  0.55025,  0.02118,  0.8322,  0.55295,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.92527,  0.00769
192, 13005,  0.01132,  0.06129,  0.1113, -0.05001,  0.80202,  0.59389, -0.04523,  0.80332,  0.59252, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94959,  0.04293
193, 13006,  0.04838,  0.06145,  0.11409,  0.02131,  0.83095,  0.55484,  0.02152,  0.83231,  0.55279, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.93153,  0.04293
194, 13004,  0.06094,  0.07801,  0.08863,  0.02145,  0.83398,  0.55025,  0.02118,  0.8322,  0.55295,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.92527,  0.00769
195, 13005,  0.01132,  0.06129,  0.1113, -0.05001,  0.80202,  0.59389, -0.04523,  0.80332,  0.59252, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94959,  0.04293
196, 13004,  0.06094,  0.07801,  0.08863,  0.02145,  0.83398,  0.55025,  0.02118,  0.8322,  0.55295,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.92527,  0.00769
197, 13007,  0.02585,  0.07944,  0.08782, -0.04103,  0.80445,  0.59129, -0.04513,  0.80335,  0.59247,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94089,  0.00769
198, 13008, -0.03278,  0.05837,  0.10837, -0.07066,  0.78736,  0.61188, -0.07078,  0.78769,  0.61145,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96888,  0.04293
199, 13005,  0.01132,  0.06129,  0.1113, -0.05001,  0.80202,  0.59389, -0.04523,  0.80332,  0.59252, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94959,  0.04293
200, 13007,  0.02585,  0.07944,  0.08782, -0.04103,  0.80445,  0.59129, -0.04513,  0.80335,  0.59247,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94089,  0.00769
201, 13008, -0.03278,  0.05837,  0.10837, -0.07066,  0.78736,  0.61188, -0.07078,  0.78769,  0.61145,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96888,  0.04293
202, 13007,  0.02585,  0.07944,  0.08782, -0.04103,  0.80445,  0.59129, -0.04513,  0.80335,  0.59247,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.94089,  0.00769
203, 13009, -0.01146,  0.0772,  0.08691, -0.07033,  0.79293,  0.60453, -0.0688,  0.78848,  0.61051, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96172,  0.00769
204, 13010, -0.04556,  0.05726,  0.10761, -0.07598,  0.76857,  0.63498, -0.07537,  0.77039,  0.63284, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.04293
205, 13008, -0.03278,  0.05837,  0.10837, -0.07066,  0.78736,  0.61188, -0.07078,  0.78769,  0.61145,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96888,  0.04293
206, 13009, -0.01146,  0.0772,  0.08691, -0.07033,  0.79293,  0.60453, -0.0688,  0.78848,  0.61051, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96172,  0.00769
207, 13010, -0.04556,  0.05726,  0.10761, -0.07598,  0.76857,  0.63498, -0.07537,  0.77039,  0.63284, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.04293
208, 13009, -0.01146,  0.0772,  0.08691, -0.07033,  0.79293,  0.60453, -0.0688,  0.78848,  0.61051, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.96172,  0.00769
209, 13011, -0.03914,  0.07506,  0.08633, -0.07437,  0.77161,  0.63142, -0.07469,  0.77068,  0.63252,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.00769
210, 13012, -0.0704,  0.07316,  0.08498, -0.08496,  0.76175,  0.64223,  0.71163,  0.68985,  0.13275, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.99936,  0.00769
211, 13010, -0.04556,  0.05726,  0.10761, -0.07598,  0.76857,  0.63498, -0.07537,  0.77039,  0.63284, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.04293
212, 13011, -0.03914,  0.07506,  0.08633, -0.07437,  0.77161,  0.63142, -0.07469,  0.77068,  0.63252,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.00769
213, 13012, -0.0704,  0.07316,  0.08498, -0.08496,  0.76175,  0.64223,  0.71163,  0.68985,  0.13275, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.99936,  0.00769
214, 13013, -0.05905,  0.05507,  0.10698, -0.08732,  0.76111,  0.6427,  0.72256,  0.64292,  0.25403, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.99936,  0.04293
215, 13010, -0.04556,  0.05726,  0.10761, -0.07598,  0.76857,  0.63498, -0.07537,  0.77039,  0.63284, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.98605,  0.04293
216, 13014, -0.31612, -0.02152,  0.12546,  0.15914,  0.3129, -0.93631, -0.45773,  0.25174, -0.85267, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.31716,  0.97349
217, 13015, -0.34349, -0.00511,  0.12904,  0.14244,  0.51293, -0.84651,  0.1415,  0.52307, -0.84044, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.32704,  0.99128
218, 13016, -0.3188, -0.00757,  0.13192,  0.14346,  0.50467, -0.85126, -0.433,  0.3569, -0.82769,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.32437,  0.97349
219, 13014, -0.31612, -0.02152,  0.12546,  0.15914,  0.3129, -0.93631, -0.45773,  0.25174, -0.85267, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.31716,  0.97349
220, 13017, -0.34437, -0.01872,  0.12204,  0.15819,  0.3203, -0.934,  0.15758,  0.32904, -0.93106, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31928,  0.99419
221, 13015, -0.34349, -0.00511,  0.12904,  0.14244,  0.51293, -0.84651,  0.1415,  0.52307, -0.84044, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.32704,  0.99128
222, 13018, -0.31646, -0.03839,  0.12242,  0.19029,  0.09189, -0.97738, -0.46606,  0.13638, -0.87415, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30937,  0.97349
223, 13017, -0.34437, -0.01872,  0.12204,  0.15819,  0.3203, -0.934,  0.15758,  0.32904, -0.93106, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31928,  0.99419
224, 13019, -0.31612, -0.02152,  0.12546,  0.15914,  0.3129, -0.93631, -0.45773,  0.25174, -0.85267,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.31716,  0.97349
225, 13018, -0.31646, -0.03839,  0.12242,  0.19029,  0.09189, -0.97738, -0.46606,  0.13638, -0.87415, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30937,  0.97349
226, 13020, -0.34479, -0.03494,  0.11755,  0.1859,  0.10654, -0.97677,  0.19123,  0.07837, -0.97841,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31074,  0.99497
227, 13017, -0.34437, -0.01872,  0.12204,  0.15819,  0.3203, -0.934,  0.15758,  0.32904, -0.93106, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31928,  0.99419
228, 13021, -0.3188, -0.00757,  0.13192,  0.14346,  0.50467, -0.85126, -0.433,  0.3569, -0.82769, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.32437,  0.97349
229, 13015, -0.34349, -0.00511,  0.12904,  0.14244,  0.51293, -0.84651,  0.1415,  0.52307, -0.84044, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.32704,  0.99128
230, 13022, -0.34173,  0.00726,  0.13934,  0.12901,  0.65267, -0.74655,  0.12424,  0.70043, -0.7028, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.3344,  0.98475
231, 13021, -0.3188, -0.00757,  0.13192,  0.14346,  0.50467, -0.85126, -0.433,  0.3569, -0.82769, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.32437,  0.97349
232, 13022, -0.34173,  0.00726,  0.13934,  0.12901,  0.65267, -0.74655,  0.12424,  0.70043, -0.7028, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.3344,  0.98475
233, 13023, -0.3238,  0.00569,  0.14067,  0.1305,  0.63692, -0.75976, -0.39251,  0.42825, -0.81394, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.33174,  0.97349
234, 13023, -0.3238,  0.00569,  0.14067,  0.1305,  0.63692, -0.75976, -0.39251,  0.42825, -0.81394, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.33174,  0.97349
235, 13022, -0.34173,  0.00726,  0.13934,  0.12901,  0.65267, -0.74655,  0.12424,  0.70043, -0.7028, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.3344,  0.98475
236, 13024, -0.33722,  0.01683,  0.15263,  0.11304,  0.78765, -0.60564, -0.49926,  0.24592, -0.83081,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.33925,  0.97349
237, 13025, -0.32132, -0.05654,  0.1239,  0.22283, -0.12136, -0.96723, -0.40638,  0.01561, -0.91354,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30117,  0.97349
238, 13020, -0.34479, -0.03494,  0.11755,  0.1859,  0.10654, -0.97677,  0.19123,  0.07837, -0.97841,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31074,  0.99497
239, 13026, -0.31646, -0.03839,  0.12242,  0.19029,  0.09189, -0.97738, -0.46606,  0.13638, -0.87415,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30937,  0.97349
240, 13025, -0.32132, -0.05654,  0.1239,  0.22283, -0.12136, -0.96723, -0.40638,  0.01561, -0.91354,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30117,  0.97349
241, 13027, -0.33911, -0.05465,  0.11831,  0.22062, -0.10657, -0.96949,  0.23112, -0.21653, -0.9485,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.30114,  0.98769
242, 13020, -0.34479, -0.03494,  0.11755,  0.1859,  0.10654, -0.97677,  0.19123,  0.07837, -0.97841,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.31074,  0.99497
243, 13028, -0.33146, -0.07269,  0.12785,  0.2415, -0.37102, -0.89663, -0.4943,  0.11995, -0.86095, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.29445,  0.97349
244, 13027, -0.33911, -0.05465,  0.11831,  0.22062, -0.10657, -0.96949,  0.23112, -0.21653, -0.9485,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.30114,  0.98769
245, 13025, -0.32132, -0.05654,  0.1239,  0.22283, -0.12136, -0.96723, -0.40638,  0.01561, -0.91354,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.30117,  0.97349
246, 13029, -0.03561,  0.09394,  0.00965,  0.15746,  0.97193,  0.17471,  0.17677,  0.96808,  0.17759, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.75892,  0.11162
247, 13030, -0.02291,  0.09316, -0.00011,  0.2056,  0.97863, -0.00059,  0.2056,  0.97863, -0.00059,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.74223,  0.09337
248, 13031, -0.03538,  0.09574, -0.00019,  0.1673,  0.98589, -0.0011,  0.17941,  0.98376, -0.00111, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.75882,  0.09337
249, 13029, -0.03561,  0.09394,  0.00965,  0.15746,  0.97193,  0.17471,  0.17677,  0.96808,  0.17759, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.75892,  0.11162
250, 13031, -0.03538,  0.09574, -0.00019,  0.1673,  0.98589, -0.0011,  0.17941,  0.98376, -0.00111, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.75882,  0.09337
251, 13032, -0.04659,  0.09736, -0.00024,  0.13832,  0.99037, -0.00151,  0.10404,  0.99455, -0.00143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77295,  0.09337
252, 13029, -0.03561,  0.09394,  0.00965,  0.15746,  0.97193,  0.17471,  0.17677,  0.96808,  0.17759, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.75892,  0.11162
253, 13032, -0.04659,  0.09736, -0.00024,  0.13832,  0.99037, -0.00151,  0.10404,  0.99455, -0.00143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77295,  0.09337
254, 13033, -0.04703,  0.09416,  0.01862,  0.15204,  0.973,  0.17353,  0.15088,  0.97273,  0.17604,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77318,  0.13121
255, 13033, -0.04703,  0.09416,  0.01862,  0.15204,  0.973,  0.17353,  0.15088,  0.97273,  0.17604,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77318,  0.13121
256, 13032, -0.04659,  0.09736, -0.00024,  0.13832,  0.99037, -0.00151,  0.10404,  0.99455, -0.00143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77295,  0.09337
257, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
258, 13035, -0.0545,  0.09433,  0.02351,  0.12167,  0.97118,  0.20483,  0.11729,  0.97103,  0.20806,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.78218,  0.14142
259, 13033, -0.04703,  0.09416,  0.01862,  0.15204,  0.973,  0.17353,  0.15088,  0.97273,  0.17604,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77318,  0.13121
260, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
261, 13032, -0.04659,  0.09736, -0.00024,  0.13832,  0.99037, -0.00151,  0.10404,  0.99455, -0.00143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.77295,  0.09337
262, 13036, -0.06297,  0.09733, -0.00035, -0.00479,  0.99996, -0.00201,  0.17922,  0.98378, -0.00277, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79035,  0.09337
263, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
264, 13037, -0.06526,  0.09483,  0.02535,  0.08159,  0.97927,  0.18522,  0.08322,  0.97714,  0.19548, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79234,  0.14394
265, 13035, -0.0545,  0.09433,  0.02351,  0.12167,  0.97118,  0.20483,  0.11729,  0.97103,  0.20806,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.78218,  0.14142
266, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
267, 13038, -0.06835,  0.09735,  0.00483, -0.08318,  0.99377, -0.07386,  0.31035,  0.92199,  0.23138, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79541,  0.10265
268, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
269, 13036, -0.06297,  0.09733, -0.00035, -0.00479,  0.99996, -0.00201,  0.17922,  0.98378, -0.00277, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79035,  0.09337
270, 13039, -0.07878,  0.09743,  0.02229,  0.0796,  0.9838,  0.16039,  0.54437,  0.7315,  0.41047, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.80573,  0.137
271, 13037, -0.06526,  0.09483,  0.02535,  0.08159,  0.97927,  0.18522,  0.08322,  0.97714,  0.19548, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79234,  0.14394
272, 13034, -0.06389,  0.09818,  0.01066,  0.07733,  0.99073,  0.11141,  0.04466,  0.99614,  0.07528,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.79118,  0.11337
273, 13040, -0.074,  0.09739,  0.01378,  0.06687,  0.98719,  0.14467,  0.40412,  0.87599,  0.26313, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.80065,  0.11948
