VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input3.z, _input3.w, _input4.x, _input4.y, _input5.x, _input5.y, _input6.x, _input6.y
111, 28,  7.54149,  7.54149,  53.61795, -0.14209, -0.14209, -0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.0625,  0.4502,  0.55127,  0.15625,  0.49585
112, 21,  14.79316,  14.79316,  50.507, -0.27417, -0.27417, -0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.125,  0.40112,  0.60059,  0.12988,  0.46948
113, 30,  17.39492,  11.62291,  50.507, -0.32251, -0.21545, -0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.125,  0.3833,  0.57861,  0.12054,  0.48071
114, 26,  25.2535,  16.87385,  45.4551, -0.46533, -0.31104, -0.82861,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.1875,  0.33008,  0.61426,  0.08838,  0.45923
115, 27,  35.71384,  14.79315,  38.65638, -0.65625, -0.27173, -0.7041,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.25,  0.25903,  0.60059,  0.0397,  0.46313
116, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
117, 30,  17.39492,  11.62291,  50.507, -0.32251, -0.21545, -0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.125,  0.3833,  0.57861,  0.12054,  0.48071
118, 26,  25.2535,  16.87385,  45.4551, -0.46533, -0.31104, -0.82861,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.1875,  0.33008,  0.61426,  0.08838,  0.45923
119, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
120, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
121, 27,  35.71384,  14.79315,  38.65638, -0.65625, -0.27173, -0.7041,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.25,  0.25903,  0.60059,  0.0397,  0.46313
122, 32,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.03088,  0.49194
123, 28,  7.54149,  7.54149,  53.61795, -0.14209, -0.14209, -0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.0625,  0.4502,  0.55127,  0.15625,  0.49585
124, 30,  17.39492,  11.62291,  50.507, -0.32251, -0.21545, -0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.125,  0.3833,  0.57861,  0.12054,  0.48071
125, 33,  8.86785,  5.92531,  53.61795, -0.16711, -0.11163, -0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.0625,  0.44116,  0.54004,  0.15161,  0.50146
126, 34,  0.00,  0.00,  54.66838,  0.00,  0.00, -1.00,  0.00,  0.63428, -0.77295,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125, -1.19209E-07,  0.50146,  0.50,  0.18225,  0.52197
127, 28,  7.54149,  7.54149,  53.61795, -0.14209, -0.14209, -0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.0625,  0.4502,  0.55127,  0.15625,  0.49585
128, 33,  8.86785,  5.92531,  53.61795, -0.16711, -0.11163, -0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.0625,  0.44116,  0.54004,  0.15161,  0.50146
129, 30,  17.39492,  11.62291,  50.507, -0.32251, -0.21545, -0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.125,  0.3833,  0.57861,  0.12054,  0.48071
130, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
131, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
132, 33,  8.86785,  5.92531,  53.61795, -0.16711, -0.11163, -0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.0625,  0.44116,  0.54004,  0.15161,  0.50146
133, 30,  17.39492,  11.62291,  50.507, -0.32251, -0.21545, -0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.125,  0.3833,  0.57861,  0.12054,  0.48071
134, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
135, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
136, 32,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.03088,  0.49194
137, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
138, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
139, 31,  28.06019,  11.62291,  45.4551, -0.51709, -0.21423, -0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.1875,  0.31104,  0.57861,  0.07782,  0.47876
140, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
141, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
142, 32,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.03088,  0.49194
143, 37,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.02791,  0.52197
144, 33,  8.86785,  5.92531,  53.61795, -0.16711, -0.11163, -0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.0625,  0.44116,  0.54004,  0.15161,  0.50146
145, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
146, 38,  9.85343,  4.08142,  53.61795, -0.18567, -0.0769, -0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.0625,  0.43457,  0.52783,  0.14819,  0.50781
147, 39,  0.00,  0.00,  54.66838,  0.00,  0.00, -1.00,  0.00,  0.47144, -0.88184,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625, -1.19209E-07,  0.50146,  0.50,  0.18225,  0.52197
148, 33,  8.86785,  5.92531,  53.61795, -0.16711, -0.11163, -0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.0625,  0.44116,  0.54004,  0.15161,  0.50146
149, 38,  9.85343,  4.08142,  53.61795, -0.18567, -0.0769, -0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.0625,  0.43457,  0.52783,  0.14819,  0.50781
150, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
151, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
152, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
153, 38,  9.85343,  4.08142,  53.61795, -0.18567, -0.0769, -0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.0625,  0.43457,  0.52783,  0.14819,  0.50781
154, 35,  19.3282,  8.006,  50.507, -0.3584, -0.14844, -0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.125,  0.37036,  0.5542,  0.11365,  0.49341
155, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
156, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
157, 37,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.02791,  0.52197
158, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
159, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
160, 36,  29.78854,  5.9253,  45.4551, -0.54883, -0.10919, -0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.1875,  0.29932,  0.54004,  0.07135,  0.50
161, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
162, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
163, 37,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.02791,  0.52197
164, 42,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.0309,  0.55225
165, 38,  9.85343,  4.08142,  53.61795, -0.18567, -0.0769, -0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.0625,  0.43457,  0.52783,  0.14819,  0.50781
166, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
167, 43,  10.46034,  2.08069,  53.61795, -0.19714, -0.03922, -0.97949,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.0625,  0.43042,  0.51416,  0.146,  0.51465
168, 44,  0.00,  0.00,  54.66838,  0.00,  0.00, -1.00,  0.00,  0.29028, -0.95703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875, -1.19209E-07,  0.50146,  0.50,  0.18225,  0.52197
169, 38,  9.85343,  4.08142,  53.61795, -0.18567, -0.0769, -0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.0625,  0.43457,  0.52783,  0.14819,  0.50781
170, 43,  10.46034,  2.08069,  53.61795, -0.19714, -0.03922, -0.97949,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.0625,  0.43042,  0.51416,  0.146,  0.51465
171, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
172, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
173, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
174, 43,  10.46034,  2.08069,  53.61795, -0.19714, -0.03922, -0.97949,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.0625,  0.43042,  0.51416,  0.146,  0.51465
175, 40,  20.5187,  4.08142,  50.507, -0.38037, -0.07568, -0.92188,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.125,  0.3623,  0.52783,  0.10938,  0.50732
176, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
177, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
178, 42,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.0309,  0.55225
179, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
180, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
181, 41,  30.37213, -9.89650E-06,  45.4551, -0.55957,  0.00, -0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.1875,  0.29541,  0.50,  0.06915,  0.52197
182, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
183, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
184, 42,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.0309,  0.55225
185, 47,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.03973,  0.58105
186, 43,  10.46034,  2.08069,  53.61795, -0.19714, -0.03922, -0.97949,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.0625,  0.43042,  0.51416,  0.146,  0.51465
187, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
188, 48,  10.66527, -3.47519E-06,  53.61795, -0.20093,  0.00, -0.97949,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.0625,  0.42896,  0.50,  0.14526,  0.52197
189, 49,  0.00,  0.00,  54.66838,  0.00,  0.00, -1.00,  0.00,  0.09802, -0.99512,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875, -1.19209E-07,  0.50146,  0.50,  0.18225,  0.52197
190, 43,  10.46034,  2.08069,  53.61795, -0.19714, -0.03922, -0.97949,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.0625,  0.43042,  0.51416,  0.146,  0.51465
191, 48,  10.66527, -3.47519E-06,  53.61795, -0.20093,  0.00, -0.97949,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.0625,  0.42896,  0.50,  0.14526,  0.52197
192, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
193, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
194, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
195, 48,  10.66527, -3.47519E-06,  53.61795, -0.20093,  0.00, -0.97949,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.0625,  0.42896,  0.50,  0.14526,  0.52197
196, 45,  20.92069, -6.81683E-06,  50.507, -0.38794,  0.00, -0.92188,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.125,  0.35938,  0.50,  0.10791,  0.52197
197, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
198, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
199, 47,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.03973,  0.58105
200, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
201, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
202, 46,  29.78853, -5.92532,  45.4551, -0.54883,  0.10919, -0.82861,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.1875,  0.29932,  0.45972,  0.07129,  0.54395
203, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
204, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
205, 47,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.03973,  0.58105
206, 52,  32.1416, -21.47635,  38.65638, -0.59033,  0.39453, -0.7041,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.25,  0.28345,  0.35425,  0.05411,  0.60791
207, 48,  10.66527, -3.47519E-06,  53.61795, -0.20093,  0.00, -0.97949,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.0625,  0.42896,  0.50,  0.14526,  0.52197
208, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
209, 53,  10.46034, -2.0807,  53.61795, -0.19714,  0.03922, -0.97949,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.0625,  0.43042,  0.48584,  0.146,  0.5293
210, 54,  0.00,  0.00,  54.66838,  0.00,  0.00, -1.00,  0.00, -0.09802, -0.99512,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25, -1.19209E-07,  0.50146,  0.50,  0.18225,  0.52197
211, 48,  10.66527, -3.47519E-06,  53.61795, -0.20093,  0.00, -0.97949,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.0625,  0.42896,  0.50,  0.14526,  0.52197
212, 53,  10.46034, -2.0807,  53.61795, -0.19714,  0.03922, -0.97949,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.0625,  0.43042,  0.48584,  0.146,  0.5293
213, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
214, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
215, 55,  19.32819, -8.00601,  50.507, -0.3584,  0.14844, -0.92188,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.125,  0.37036,  0.4458,  0.11346,  0.55029
216, 53,  10.46034, -2.0807,  53.61795, -0.19714,  0.03922, -0.97949,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.0625,  0.43042,  0.48584,  0.146,  0.5293
217, 50,  20.5187, -4.08143,  50.507, -0.38037,  0.07568, -0.92188,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.125,  0.3623,  0.47241,  0.10931,  0.53662
218, 55,  19.32819, -8.00601,  50.507, -0.3584,  0.14844, -0.92188,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.125,  0.37036,  0.4458,  0.11346,  0.55029
219, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
220, 52,  32.1416, -21.47635,  38.65638, -0.59033,  0.39453, -0.7041,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.25,  0.28345,  0.35425,  0.05411,  0.60791
221, 56,  25.25349, -16.87387,  45.4551, -0.46533,  0.31104, -0.82861,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.1875,  0.33008,  0.3855,  0.08813,  0.58496
222, 55,  19.32819, -8.00601,  50.507, -0.3584,  0.14844, -0.92188,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.125,  0.37036,  0.4458,  0.11346,  0.55029
223, 51,  28.06018, -11.62292,  45.4551, -0.51709,  0.21423, -0.82861,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.1875,  0.31104,  0.42114,  0.0777,  0.56543
