VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
120, 23, -0.80543,  0.20113, -1.61936,  1.00,  1.00,  1.00,  1.00,  0.60205,  0.09009,  0.60205,  0.09009,  0.60205,  0.09009,  0.98108,  0.01892,  0.00,  0.00, 0, 1, 0, 0
121, 22, -0.87265,  0.18556, -1.66976,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.05295,  0.56152,  0.05295,  0.56152,  0.05295,  0.99178,  0.00822,  0.00,  0.00, 0, 1, 0, 0
122, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
123, 28, -0.93564,  0.1392, -1.62439,  1.00,  1.00,  1.00,  1.00,  0.48169,  0.05518,  0.48169,  0.05518,  0.48169,  0.05518,  0.97734,  0.02266,  0.00,  0.00, 0, 1, 0, 0
124, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
125, 22, -0.87265,  0.18556, -1.66976,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.05295,  0.56152,  0.05295,  0.56152,  0.05295,  0.99178,  0.00822,  0.00,  0.00, 0, 1, 0, 0
126, 23, -0.80543,  0.20113, -1.61936,  1.00,  1.00,  1.00,  1.00,  0.60205,  0.09009,  0.60205,  0.09009,  0.60205,  0.09009,  0.98108,  0.01892,  0.00,  0.00, 0, 1, 0, 0
127, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
128, 24, -0.75499,  0.20173, -1.5669,  1.00,  1.00,  1.00,  1.00,  0.63965,  0.1214,  0.63965,  0.1214,  0.63965,  0.1214,  0.97417,  0.02583,  0.00,  0.00, 0, 1, 0, 0
129, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
130, 23, -0.80543,  0.20113, -1.61936,  1.00,  1.00,  1.00,  1.00,  0.60205,  0.09009,  0.60205,  0.09009,  0.60205,  0.09009,  0.98108,  0.01892,  0.00,  0.00, 0, 1, 0, 0
131, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
132, 33, -0.60434,  0.19279, -1.32664,  1.00,  1.00,  1.00,  1.00,  0.81836,  0.22571,  0.81836,  0.22571,  0.81836,  0.22571,  0.55947,  0.42933,  0.0112,  0.00, 1, 0, 2, 0
133, 20, -0.51302,  0.19845, -1.47743,  1.00,  1.00,  1.00,  1.00,  0.99902,  0.18762,  0.99902,  0.18762,  0.99902,  0.18762,  0.85138,  0.14736,  0.00127,  0.00, 0, 1, 2, 0
134, 27, -0.6068,  0.19603, -1.44264,  1.00,  1.00,  1.00,  1.00,  0.83447,  0.18811,  0.83447,  0.18811,  0.83447,  0.18811,  0.78347,  0.21466,  0.00186,  0.00, 0, 1, 2, 0
135, 33, -0.60434,  0.19279, -1.32664,  1.00,  1.00,  1.00,  1.00,  0.81836,  0.22571,  0.81836,  0.22571,  0.81836,  0.22571,  0.55947,  0.42933,  0.0112,  0.00, 1, 0, 2, 0
136, 34, -0.50977,  0.19871, -1.36244,  1.00,  1.00,  1.00,  1.00,  0.99902,  0.22534,  0.99902,  0.22534,  0.99902,  0.22534,  0.5181,  0.47414,  0.00775,  0.00, 0, 1, 2, 0
137, 20, -0.51302,  0.19845, -1.47743,  1.00,  1.00,  1.00,  1.00,  0.99902,  0.18762,  0.99902,  0.18762,  0.99902,  0.18762,  0.85138,  0.14736,  0.00127,  0.00, 0, 1, 2, 0
138, 30, -1.02643,  0.09549, -1.71835,  1.00,  1.00,  1.00,  1.00,  0.42773,  0.00008,  0.42773,  0.00008,  0.42773,  0.00008,  0.99532,  0.00468,  0.00,  0.00, 0, 1, 0, 0
139, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
140, 28, -0.93564,  0.1392, -1.62439,  1.00,  1.00,  1.00,  1.00,  0.48169,  0.05518,  0.48169,  0.05518,  0.48169,  0.05518,  0.97734,  0.02266,  0.00,  0.00, 0, 1, 0, 0
141, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
142, 30, -1.02643,  0.09549, -1.71835,  1.00,  1.00,  1.00,  1.00,  0.42773,  0.00008,  0.42773,  0.00008,  0.42773,  0.00008,  0.99532,  0.00468,  0.00,  0.00, 0, 1, 0, 0
143, 36, -1.07691,  0.09074, -1.69411,  1.00,  1.00,  1.00,  1.00,  0.37598,  0.00008,  0.37598,  0.00008,  0.37598,  0.00008,  0.99403,  0.00597,  0.00,  0.00, 0, 1, 0, 0
144, 28, -0.93564,  0.1392, -1.62439,  1.00,  1.00,  1.00,  1.00,  0.48169,  0.05518,  0.48169,  0.05518,  0.48169,  0.05518,  0.97734,  0.02266,  0.00,  0.00, 0, 1, 0, 0
145, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
146, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
147, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
148, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
149, 28, -0.93564,  0.1392, -1.62439,  1.00,  1.00,  1.00,  1.00,  0.48169,  0.05518,  0.48169,  0.05518,  0.48169,  0.05518,  0.97734,  0.02266,  0.00,  0.00, 0, 1, 0, 0
150, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
151, 36, -1.07691,  0.09074, -1.69411,  1.00,  1.00,  1.00,  1.00,  0.37598,  0.00008,  0.37598,  0.00008,  0.37598,  0.00008,  0.99403,  0.00597,  0.00,  0.00, 0, 1, 0, 0
152, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
153, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
154, 36, -1.07691,  0.09074, -1.69411,  1.00,  1.00,  1.00,  1.00,  0.37598,  0.00008,  0.37598,  0.00008,  0.37598,  0.00008,  0.99403,  0.00597,  0.00,  0.00, 0, 1, 0, 0
155, 39, -1.13138,  0.11387, -1.67244,  1.00,  1.00,  1.00,  1.00,  0.31812,  0.00008,  0.31812,  0.00008,  0.31812,  0.00008,  0.99344,  0.00656,  0.00,  0.00, 0, 1, 0, 0
156, 40, -0.80081,  0.19895, -1.40969,  1.00,  1.00,  1.00,  1.00,  0.53906,  0.16626,  0.53906,  0.16626,  0.53906,  0.16626,  0.65989,  0.33773,  0.00238,  0.00, 0, 1, 2, 0
157, 24, -0.75499,  0.20173, -1.5669,  1.00,  1.00,  1.00,  1.00,  0.63965,  0.1214,  0.63965,  0.1214,  0.63965,  0.1214,  0.97417,  0.02583,  0.00,  0.00, 0, 1, 0, 0
158, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
159, 40, -0.80081,  0.19895, -1.40969,  1.00,  1.00,  1.00,  1.00,  0.53906,  0.16626,  0.53906,  0.16626,  0.53906,  0.16626,  0.65989,  0.33773,  0.00238,  0.00, 0, 1, 2, 0
160, 25, -0.75765,  0.20459, -1.4592,  1.00,  1.00,  1.00,  1.00,  0.60791,  0.15833,  0.60791,  0.15833,  0.60791,  0.15833,  0.79246,  0.20754,  0.00,  0.00, 0, 1, 0, 0
161, 24, -0.75499,  0.20173, -1.5669,  1.00,  1.00,  1.00,  1.00,  0.63965,  0.1214,  0.63965,  0.1214,  0.63965,  0.1214,  0.97417,  0.02583,  0.00,  0.00, 0, 1, 0, 0
162, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
163, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
164, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
165, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
166, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
167, 31, -0.85614,  0.18303, -1.56917,  1.00,  1.00,  1.00,  1.00,  0.5376,  0.09631,  0.5376,  0.09631,  0.5376,  0.09631,  0.95015,  0.04985,  0.00,  0.00, 0, 1, 0, 0
168, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
169, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
170, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
171, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
172, 35, -1.00106,  0.09346, -1.59182,  1.00,  1.00,  1.00,  1.00,  0.4043,  0.05515,  0.4043,  0.05515,  0.4043,  0.05515,  0.96252,  0.03748,  0.00,  0.00, 0, 1, 0, 0
173, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
174, 43, -0.8443,  0.17973, -1.36281,  1.00,  1.00,  1.00,  1.00,  0.47607,  0.17334,  0.47607,  0.17334,  0.47607,  0.17334,  0.5473,  0.44781,  0.0049,  0.00, 0, 1, 2, 0
175, 40, -0.80081,  0.19895, -1.40969,  1.00,  1.00,  1.00,  1.00,  0.53906,  0.16626,  0.53906,  0.16626,  0.53906,  0.16626,  0.65989,  0.33773,  0.00238,  0.00, 0, 1, 2, 0
176, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
177, 43, -0.8443,  0.17973, -1.36281,  1.00,  1.00,  1.00,  1.00,  0.47607,  0.17334,  0.47607,  0.17334,  0.47607,  0.17334,  0.5473,  0.44781,  0.0049,  0.00, 0, 1, 2, 0
178, 32, -0.80043,  0.20072, -1.5147,  1.00,  1.00,  1.00,  1.00,  0.57275,  0.12952,  0.57275,  0.12952,  0.57275,  0.12952,  0.8987,  0.1013,  0.00,  0.00, 0, 1, 0, 0
179, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
180, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
181, 44, -0.90444,  0.14239, -1.41896,  1.00,  1.00,  1.00,  1.00,  0.43335,  0.14124,  0.43335,  0.14124,  0.43335,  0.14124,  0.72041,  0.27712,  0.00247,  0.00, 0, 1, 2, 0
182, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
183, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
184, 44, -0.90444,  0.14239, -1.41896,  1.00,  1.00,  1.00,  1.00,  0.43335,  0.14124,  0.43335,  0.14124,  0.43335,  0.14124,  0.72041,  0.27712,  0.00247,  0.00, 0, 1, 2, 0
185, 37, -0.91746,  0.13921, -1.5209,  1.00,  1.00,  1.00,  1.00,  0.45825,  0.10022,  0.45825,  0.10022,  0.45825,  0.10022,  0.90665,  0.09335,  0.00,  0.00, 0, 1, 0, 0
186, 45, -0.89238,  0.14426, -1.3167,  1.00,  1.00,  1.00,  1.00,  0.40747,  0.17944,  0.40747,  0.17944,  0.40747,  0.17944,  0.57192,  0.41833,  0.00974,  0.00, 1, 0, 2, 0
187, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
188, 44, -0.90444,  0.14239, -1.41896,  1.00,  1.00,  1.00,  1.00,  0.43335,  0.14124,  0.43335,  0.14124,  0.43335,  0.14124,  0.72041,  0.27712,  0.00247,  0.00, 0, 1, 2, 0
189, 45, -0.89238,  0.14426, -1.3167,  1.00,  1.00,  1.00,  1.00,  0.40747,  0.17944,  0.40747,  0.17944,  0.40747,  0.17944,  0.57192,  0.41833,  0.00974,  0.00, 1, 0, 2, 0
190, 43, -0.8443,  0.17973, -1.36281,  1.00,  1.00,  1.00,  1.00,  0.47607,  0.17334,  0.47607,  0.17334,  0.47607,  0.17334,  0.5473,  0.44781,  0.0049,  0.00, 0, 1, 2, 0
191, 41, -0.84827,  0.18255, -1.46622,  1.00,  1.00,  1.00,  1.00,  0.50879,  0.13635,  0.50879,  0.13635,  0.50879,  0.13635,  0.82048,  0.17847,  0.00105,  0.00, 0, 1, 2, 0
192, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
193, 46, -0.96296,  0.09878, -1.38218,  1.00,  1.00,  1.00,  1.00,  0.35962,  0.14294,  0.35962,  0.14294,  0.35962,  0.14294,  0.61175,  0.38369,  0.00456,  0.00, 0, 1, 2, 0
194, 44, -0.90444,  0.14239, -1.41896,  1.00,  1.00,  1.00,  1.00,  0.43335,  0.14124,  0.43335,  0.14124,  0.43335,  0.14124,  0.72041,  0.27712,  0.00247,  0.00, 0, 1, 2, 0
195, 46, -0.96296,  0.09878, -1.38218,  1.00,  1.00,  1.00,  1.00,  0.35962,  0.14294,  0.35962,  0.14294,  0.35962,  0.14294,  0.61175,  0.38369,  0.00456,  0.00, 0, 1, 2, 0
196, 45, -0.89238,  0.14426, -1.3167,  1.00,  1.00,  1.00,  1.00,  0.40747,  0.17944,  0.40747,  0.17944,  0.40747,  0.17944,  0.57192,  0.41833,  0.00974,  0.00, 1, 0, 2, 0
197, 44, -0.90444,  0.14239, -1.41896,  1.00,  1.00,  1.00,  1.00,  0.43335,  0.14124,  0.43335,  0.14124,  0.43335,  0.14124,  0.72041,  0.27712,  0.00247,  0.00, 0, 1, 2, 0
198, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
199, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
200, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
201, 46, -0.96296,  0.09878, -1.38218,  1.00,  1.00,  1.00,  1.00,  0.35962,  0.14294,  0.35962,  0.14294,  0.35962,  0.14294,  0.61175,  0.38369,  0.00456,  0.00, 0, 1, 2, 0
202, 42, -0.98097,  0.09391, -1.4846,  1.00,  1.00,  1.00,  1.00,  0.38135,  0.10132,  0.38135,  0.10132,  0.38135,  0.10132,  0.86804,  0.13196,  0.00,  0.00, 0, 1, 0, 0
203, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
204, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
205, 39, -1.13138,  0.11387, -1.67244,  1.00,  1.00,  1.00,  1.00,  0.31812,  0.00008,  0.31812,  0.00008,  0.31812,  0.00008,  0.99344,  0.00656,  0.00,  0.00, 0, 1, 0, 0
206, 48, -1.10787,  0.10789, -1.53914,  1.00,  1.00,  1.00,  1.00,  0.2915,  0.05765,  0.2915,  0.05765,  0.2915,  0.05765,  0.9407,  0.0593,  0.00,  0.00, 0, 1, 0, 0
207, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
208, 38, -1.05128,  0.08625, -1.56466,  1.00,  1.00,  1.00,  1.00,  0.35254,  0.05698,  0.35254,  0.05698,  0.35254,  0.05698,  0.95103,  0.04897,  0.00,  0.00, 0, 1, 0, 0
209, 48, -1.10787,  0.10789, -1.53914,  1.00,  1.00,  1.00,  1.00,  0.2915,  0.05765,  0.2915,  0.05765,  0.2915,  0.05765,  0.9407,  0.0593,  0.00,  0.00, 0, 1, 0, 0
210, 39, -1.13138,  0.11387, -1.67244,  1.00,  1.00,  1.00,  1.00,  0.31812,  0.00008,  0.31812,  0.00008,  0.31812,  0.00008,  0.99344,  0.00656,  0.00,  0.00, 0, 1, 0, 0
211, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
212, 48, -1.10787,  0.10789, -1.53914,  1.00,  1.00,  1.00,  1.00,  0.2915,  0.05765,  0.2915,  0.05765,  0.2915,  0.05765,  0.9407,  0.0593,  0.00,  0.00, 0, 1, 0, 0
213, 39, -1.13138,  0.11387, -1.67244,  1.00,  1.00,  1.00,  1.00,  0.31812,  0.00008,  0.31812,  0.00008,  0.31812,  0.00008,  0.99344,  0.00656,  0.00,  0.00, 0, 1, 0, 0
214, 50, -1.19233,  0.11632, -1.65418,  1.00,  1.00,  1.00,  1.00,  0.2605,  0.00007,  0.2605,  0.00007,  0.2605,  0.00007,  0.994,  0.006,  0.00,  0.00, 0, 1, 0, 0
215, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
216, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
217, 50, -1.19233,  0.11632, -1.65418,  1.00,  1.00,  1.00,  1.00,  0.2605,  0.00007,  0.2605,  0.00007,  0.2605,  0.00007,  0.994,  0.006,  0.00,  0.00, 0, 1, 0, 0
218, 51, -1.22231,  0.09684, -1.64763,  1.00,  1.00,  1.00,  1.00,  0.22778,  0.00006,  0.22778,  0.00006,  0.22778,  0.00006,  0.9946,  0.0054,  0.00,  0.00, 0, 1, 0, 0
219, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
220, 48, -1.10787,  0.10789, -1.53914,  1.00,  1.00,  1.00,  1.00,  0.2915,  0.05765,  0.2915,  0.05765,  0.2915,  0.05765,  0.9407,  0.0593,  0.00,  0.00, 0, 1, 0, 0
221, 52, -1.0872,  0.10559, -1.42746,  1.00,  1.00,  1.00,  1.00,  0.26855,  0.1051,  0.26855,  0.1051,  0.26855,  0.1051,  0.79174,  0.20551,  0.00276,  0.00, 0, 1, 2, 0
222, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
223, 52, -1.0872,  0.10559, -1.42746,  1.00,  1.00,  1.00,  1.00,  0.26855,  0.1051,  0.26855,  0.1051,  0.26855,  0.1051,  0.79174,  0.20551,  0.00276,  0.00, 0, 1, 2, 0
224, 48, -1.10787,  0.10789, -1.53914,  1.00,  1.00,  1.00,  1.00,  0.2915,  0.05765,  0.2915,  0.05765,  0.2915,  0.05765,  0.9407,  0.0593,  0.00,  0.00, 0, 1, 0, 0
225, 46, -0.96296,  0.09878, -1.38218,  1.00,  1.00,  1.00,  1.00,  0.35962,  0.14294,  0.35962,  0.14294,  0.35962,  0.14294,  0.61175,  0.38369,  0.00456,  0.00, 0, 1, 2, 0
226, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
227, 53, -1.00836,  0.08954, -1.35384,  1.00,  1.00,  1.00,  1.00,  0.31128,  0.14551,  0.31128,  0.14551,  0.31128,  0.14551,  0.53187,  0.46168,  0.00645,  0.00, 0, 1, 2, 0
228, 53, -1.00836,  0.08954, -1.35384,  1.00,  1.00,  1.00,  1.00,  0.31128,  0.14551,  0.31128,  0.14551,  0.31128,  0.14551,  0.53187,  0.46168,  0.00645,  0.00, 0, 1, 2, 0
229, 47, -1.0298,  0.08529, -1.45551,  1.00,  1.00,  1.00,  1.00,  0.33032,  0.10388,  0.33032,  0.10388,  0.33032,  0.10388,  0.83192,  0.16651,  0.00157,  0.00, 0, 1, 2, 0
230, 52, -1.0872,  0.10559, -1.42746,  1.00,  1.00,  1.00,  1.00,  0.26855,  0.1051,  0.26855,  0.1051,  0.26855,  0.1051,  0.79174,  0.20551,  0.00276,  0.00, 0, 1, 2, 0
231, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
232, 51, -1.22231,  0.09684, -1.64763,  1.00,  1.00,  1.00,  1.00,  0.22778,  0.00006,  0.22778,  0.00006,  0.22778,  0.00006,  0.9946,  0.0054,  0.00,  0.00, 0, 1, 0, 0
233, 54, -1.20167,  0.09264, -1.50577,  1.00,  1.00,  1.00,  1.00,  0.18042,  0.0578,  0.18042,  0.0578,  0.18042,  0.0578,  0.93121,  0.06879,  0.00,  0.00, 0, 1, 0, 0
234, 54, -1.20167,  0.09264, -1.50577,  1.00,  1.00,  1.00,  1.00,  0.18042,  0.0578,  0.18042,  0.0578,  0.18042,  0.0578,  0.93121,  0.06879,  0.00,  0.00, 0, 1, 0, 0
235, 51, -1.22231,  0.09684, -1.64763,  1.00,  1.00,  1.00,  1.00,  0.22778,  0.00006,  0.22778,  0.00006,  0.22778,  0.00006,  0.9946,  0.0054,  0.00,  0.00, 0, 1, 0, 0
236, 55, -1.27372,  0.06737, -1.63508,  1.00,  1.00,  1.00,  1.00,  0.17346,  0.00005,  0.17346,  0.00005,  0.17346,  0.00005,  0.99564,  0.00436,  0.00,  0.00, 0, 1, 0, 0
237, 49, -1.17038,  0.11134, -1.51604,  1.00,  1.00,  1.00,  1.00,  0.22595,  0.05771,  0.22595,  0.05771,  0.22595,  0.05771,  0.93317,  0.06683,  0.00,  0.00, 0, 1, 0, 0
238, 56, -1.14894,  0.11101, -1.40092,  1.00,  1.00,  1.00,  1.00,  0.20361,  0.10577,  0.20361,  0.10577,  0.20361,  0.10577,  0.75485,  0.24115,  0.004,  0.00, 0, 1, 2, 0
239, 52, -1.0872,  0.10559, -1.42746,  1.00,  1.00,  1.00,  1.00,  0.26855,  0.1051,  0.26855,  0.1051,  0.26855,  0.1051,  0.79174,  0.20551,  0.00276,  0.00, 0, 1, 2, 0
240, 56, -1.14894,  0.11101, -1.40092,  1.00,  1.00,  1.00,  1.00,  0.20361,  0.10577,  0.20361,  0.10577,  0.20361,  0.10577,  0.75485,  0.24115,  0.004,  0.00, 0, 1, 2, 0
